"lc_class","call_num_prefix","pub_date","last_checkin","checkout_total","title","author","country","language_code","oclc_num"
"Q","QH",2008,"2009-08-20",144,"Biology : the dynamic science /","","United States","eng",144226401
"P","PR",1961,"2008-07-18",5,"The complete Ronald Firbank.","Firbank, Ronald, 1886-1926.","United Kingdom","eng",1442443
"N","N",1971,"2011-02-14",8,"Walter Gropius and the creation of the Bauhaus in Weimar : the ideals and artistic theories of its founding years","Franciscono, Marcel","United States","eng",144296
"H","HT",2008,"2009-08-27",3,"A crime so monstrous : face-to-face with modern-day slavery /","Skinner, E. Benjamin.","United States","eng",144329782
"N","ND",1955,"2009-12-17",8,"The letters of Peter Paul Rubens.","Rubens, Peter Paul, 1577-1640.","United States","eng",1443303
"F","F",2008,"2010-11-08",3,"Desperate passage : the Donner Party's perilous journey West /","Rarick, Ethan, 1964- author.","United Kingdom","eng",144330407
"J","JC",1986,"1991-04-30",10,"Leviathan /","Hobbes, Thomas, 1588-1679.","United Kingdom","eng",14440109
"P","PS",2007,"2011-07-06",12,"True to the game /","Woods, Teri.","United States","eng",144408479
"P","PN",1942,"2010-12-06",5,"Post biographies of famous journalists,","","United States","eng",1444443
"F","F",1968,"2010-03-16",24,"Los Angeles : portrait of an extraordinary city /","","United States","eng",1444834
"P","PZ",1971,"2011-10-12",35,"Mrs. Frisby and the rats of NIMH /","O'Brien, Robert C., author.","United States","eng",144493
"M","ML",1939,"2012-06-21",37,"A psychology of music : the influence of music on behavior /","Diserens, Charles M., 1889-1971.","United States","eng",1444948
"G","GT",1930,"2009-04-28",8,"English children's costume since 1775,","Brooke, Iris.","United Kingdom","eng",1445022
"T","TX",1937,"2013-06-11",10,"Foods America gave the world; the strange, fascinating and often romantic histories of many native American food plants, their origin and other interesting and curious facts concerning them.","Verrill, A. Hyatt 1871-1954. (Alpheus Hyatt),","United States","eng",1445367
"E","E",2006,"2009-10-16",14,"Out of many : a history of the American people /","","United States","eng",144540170
"E","E",2006,"2009-09-09",33,"Out of many : a history of the American people /","","United States","eng",144540170
"E","E",2006,"2011-06-07",24,"Out of many : a history of the American people /","","United States","eng",144540170
"B","BT",1934,"2010-11-15",4,"Mediæval legends of Christ","Rappoport, A. S. 1871-1950. (Angelo Solomon),","United Kingdom","eng",1445566
"E","E",1947,"1996-05-30",8,"The walls came tumbling down.","Ovington, Mary White, 1865-1951.","United States","eng",1445579
"C","CB",2007,"2009-04-23",50,"The Western Experience /","","United States","eng",144562847
"C","CB",2007,"2013-01-16",390,"The Western Experience /","","United States","eng",144562847
"C","CB",2007,"2010-01-21",272,"The Western Experience /","","United States","eng",144562847
"J","JK",2007,"2012-01-03",3,"Broken Government : How Republican Rule Destroyed the Legislative, Executive, and Judicial Branches /","Dean, John W. 1938- author. (John Wesley),","United States","eng",144570820
"G","GT",2008,"2010-06-11",36,"Food and culture : a reader /","","United States","eng",144570968
"P","PQ",2008,"2011-08-23",13,"The postman : a novel /","Skármeta, Antonio, author.","United States","eng",144598131
"P","PQ",1951,"2011-09-26",36,"The Princess of Cleves /","La Fayette, Madame de 1634-1693. (Marie-Madeleine Pioche de La Vergne),","United States","eng",1446363
"H","HM",1974,"2011-06-17",6,"Listen, little man!","Reich, Wilhelm, 1897-1957.","United States","eng",1446454
"E","E",1971,"2009-07-21",24,"Majority and minority : the dynamics of racial and ethnic relations /","","United States","eng",144688
"J","JN",1971,"2011-03-24",3,"Politics in France","Ehrmann, Henry Walter, 1908-1994.","United States","eng",144717
"D","DS",2007,"2009-12-04",5,"Into the tunnel : the brief life of Marion Samuel, 1931-1943 /","Aly, Götz, 1947-","United States","eng",144769025
"D","D",2008,"2012-05-18",6,"The human tradition in modern Europe, 1750 to the present /","","United States","eng",144773751
"G","GF",2008,"2013-10-11",4,"Sitings : critical approaches to Korean geography /","","United States","eng",144774041
"N","NX",1975,"2011-12-05",3,"The Black rainbow : essays on the present breakdown of culture /","","United Kingdom","eng",1447800
"Q","QH",2008,"2008-06-27",78,"Solutions manual for introduction to genetic analysis /","Fixsen, William D.","United States","eng",144864588
"Q","QH",2008,"2009-04-10",211,"Solutions manual for introduction to genetic analysis /","Fixsen, William D.","United States","eng",144864588
"Q","QH",2008,"2009-12-09",290,"Solutions manual for introduction to genetic analysis /","Fixsen, William D.","United States","eng",144864588
"Q","QH",2008,"2010-08-11",347,"Solutions manual for introduction to genetic analysis /","Fixsen, William D.","United States","eng",144864588
"P","PC",1975,"2012-06-13",16,"Troubadours and love /","Topsfield, L. T., author.","United Kingdom","eng",1449072
"P","PR",1947,"2009-06-23",2,"Scott-King's modern Europe.","Waugh, Evelyn, 1903-1966.","United Kingdom","eng",1449467
"Q","QB",1964,"1994-10-30",5,"Mars,","Richardson, Robert S. 1902-1981. (Robert Shirley),","United States","eng",1449754
"Q","QB",1964,"2007-11-01",29,"Mars,","Richardson, Robert S. 1902-1981. (Robert Shirley),","United States","eng",1449754
"G","GV",2007,"2008-08-26",3,"Breaking back : how I lost everything and won back my life /","Blake, James, 1979-","United States","eng",144991250
"D","D",1934,"2011-10-09",14,"The enormous room /","Cummings, E. E. 1894-1962, author, writer of introduction. (Edward Estlin),","United States","eng",1449940
"B","BF",1975,"2010-08-23",3,"Children's behavior : an introduction to research studies /","","United States","eng",1450319
"B","BS",1820,"2010-01-04",16,"The apocryphal New Testament, being all the gospels, epistles, and other pieces now extant,","","United Kingdom","eng",1450334
"D","D",1971,"2010-06-04",21,"The origins of the Second World War: historical interpretations,","Robertson, Esmonde M. 1923- compiler. (Esmonde Manning),","United Kingdom","eng",145089
"P","PR",1923,"2012-05-13",18,"The autobiography of Edward Gibbon.","Gibbon, Edward, 1737-1794.","United Kingdom","eng",14509112
"B","BR",1975,"2012-12-19",3,"Monks, bishops, and pagans : Christian culture in Gaul and Italy, 500-700 : sources in translation, including the World of Gregory of Tours /","","United States","eng",1450979
"F","F",1966,"2006-09-21",5,"Anza's California expeditions.","Bolton, Herbert Eugene, 1870-1953.","United States","eng",1451032
"F","F",1966,"2006-09-21",29,"Anza's California expeditions.","Bolton, Herbert Eugene, 1870-1953.","United States","eng",1451032
"F","F",1966,"2006-09-21",3,"Anza's California expeditions.","Bolton, Herbert Eugene, 1870-1953.","United States","eng",1451032
"F","F",1966,"2006-09-21",32,"Anza's California expeditions.","Bolton, Herbert Eugene, 1870-1953.","United States","eng",1451032
"F","F",1966,"2006-09-21",3,"Anza's California expeditions.","Bolton, Herbert Eugene, 1870-1953.","United States","eng",1451032
"G","GN",1940,"2010-05-17",19,"The economic life of primitive peoples /","Herskovits, Melville J. 1895-1963, author. (Melville Jean),","United States","eng",1451160
"P","PA",1972,"2009-03-05",14,"Homer","Bowra, C. M. 1898-1971. (Cecil Maurice),","United Kingdom","eng",1451397
"P","PE",2007,"2010-10-19",46,"Rereading America : cultural contexts for critical thinking and writing /","","United States","eng",145151655
"K","KF",2007,"2008-08-11",11,"Wrightsman's psychology and the legal system /","","United States","eng",145153046
"K","KF",2007,"2009-06-30",22,"Wrightsman's psychology and the legal system /","","United States","eng",145153046
"K","KF",2007,"2012-08-01",134,"Wrightsman's psychology and the legal system /","","United States","eng",145153046
"R","RC",1970,"2009-11-23",13,"Lived time : phenomenological and psychopathological studies /","Minkowski, E. 1885-1972. (Eugène),","United States","eng",145161
"G","GN",1960,"2009-01-07",50,"Culture in history : essays in honor of Paul Radin /","","United States","eng",1451823
"H","HQ",1970,"2010-12-13",9,"Essays on sex equality /","Mill, John Stuart, 1806-1873, author.","United States","eng",145183
"E","E",1971,"2005-12-19",14,"A history of American foreign policy.","DeConde, Alexander.","United States","eng",145196
"P","PQ",1961,"2005-12-16",6,"Bel-ami.","Maupassant, Guy de, 1850-1893.","United States","eng",1452374
"H","HB",1971,"2009-07-14",13,"Breeding ourselves to death /","Lader, Lawrence, author.","United States","eng",145310
"H","HT",1971,"2013-04-24",22,"The pivot of the four quarters : a preliminary enquiry into the origins and character of the ancient Chinese city /","Wheatley, Paul.","United States","eng",145326
"T","TL",1948,"2010-03-15",13,"Of flight and life.","Lindbergh, Charles A. 1902-1974. (Charles Augustus),","United States","eng",1453570
"R","RA",1960,"2009-07-08",4,"It's cheaper to die; doctors, drugs and the A.M.A.","Michelfelder, William.","United States","eng",1453824
"B","BP",1970,"2013-06-13",37,"A history of Islam in West Africa,","Trimingham, J. Spencer 1904-1987. (John Spencer),","United Kingdom","eng",145410
"N","NB",1972,"2011-12-09",24,"Architect and sculptor in classical Greece /","Ashmole, Bernard, 1894-1988.","United States","eng",1454144
"H","HM",2008,"2010-05-05",21,"The real world : an introduction to sociology /","Ferris, Kerry, author.","United States","eng",145431707
"Q","QD",2008,"2012-07-23",13,"Why there's antifreeze in your toothpaste : the chemistry of household ingredients /","Field, Simon (Simon Quellen)","United States","eng",145431786
"P","PT",1928,"2010-06-17",9,"Caspar Hauser /","Wassermann, Jakob, 1873-1934, author.","United States","eng",1456075
"F","F",1930,"2011-01-21",12,"On the old west coast : being further reminiscences of a ranger, Major Horace Bell /","Bell, Horace, 1830-1918, author.","United States","eng",1456314
"J","JK",1975,"1990-12-14",4,"Inside the Company : CIA diary /","Agee, Philip.","United States","eng",1456687
"P","PG",1919,"2004-12-23",5,"Russian short stories /","","United States","eng",1456817
"H","H",2008,"2013-02-07",99,"The basics of social research /","Babbie, Earl R.","United States","eng",145732779
"H","H",2008,"2009-08-25",56,"The basics of social research /","Babbie, Earl R.","United States","eng",145732779
"Q","QL",2008,"2013-02-05",3,"Nim Chimpsky : the chimp who would be human /","Hess, Elizabeth.","United States","eng",145732994
"G","GT",1986,"2010-11-23",35,"Historical chanoyu /","Plutschow, Herbert E., 1939-2010, author.","Japan","eng",14584741
"P","PS",1987,"2013-02-19",10,"Ridin' the moon in Texas : word paintings /","Shange, Ntozake, author.","United States","eng",14586056
"Z","Z",1987,"1994-05-05",11,"Desktop publishing skills : a primer for typesetting with computers and laser printers /","Felici, James.","United States","eng",14586495
"P","PN",1987,"2008-12-04",7,"The big chill /","Kasdan, Lawrence, 1949-","United States","eng",14587056
"B","BX",1987,"2008-08-04",3,"The Jesuits : the Society of Jesus and the betrayal of the Roman Catholic Church /","Martin, Malachi, author.","United States","eng",14587563
"D","DD",1987,"2009-12-03",10,"Hitler and the collapse of Weimer Germany /","Broszat, Martin","United Kingdom","eng",14587912
"P","PA",1987,"2012-12-11",9,"The metamorphosis of Persephone : Ovid and the self-conscious muse /","Hinds, Stephen.","United Kingdom","eng",14588691
"P","PQ",2008,"2011-05-27",12,"The ring : the last knight templar's inheritance /","Molist, Jorge, 1951-","United States","eng",145937540
"G","GB",1968,"2009-04-13",5,"Fundamentals of physical geography","Trewartha, Glenn Thomas, 1896-1984.","United States","eng",1459692
"R","R",1958,"2011-07-01",8,"The great doctors: a biographical history of medicine /","Sigerist, Henry E. 1891-1957. (Henry Ernest),","United States","eng",14602070
"B","BD",1948,"2010-11-15",6,"Life is for living.","Cameron, Ewen, 1901-1967.","United States","eng",1460230
"B","BF",1957,"2008-08-14",4,"Glory reflected; Sigmund Freud, man and father.","Freud, Martin.","United Kingdom","eng",14602475
"P","PJ",1962,"2009-03-19",10,"Grammar of Palestinian Jewish Aramaic.","Stevenson, William Barron, 1869-1954.","United Kingdom","eng",1460321
"P","PT",1963,"2008-12-11",9,"Goethe: a psychoanalytic study, 1775-1786.","Eissler, K. R. 1908-1999. (Kurt Robert),","United States","eng",14604329
"P","PT",1963,"2011-09-07",6,"Goethe: a psychoanalytic study, 1775-1786.","Eissler, K. R. 1908-1999. (Kurt Robert),","United States","eng",14604329
"L","LC",1959,"2009-07-16",4,"The psychology of exceptional children [by] Karl C. Garrison [and] Dewey G. Force, Jr.","Garrison, Karl C. 1900-1980. (Karl Claudius),","United States","eng",14604418
"R","R",1957,"2009-09-08",14,"The student-physician; introductory studies in the sociology of medical education,","Merton, Robert King, 1910-2003.","United States","eng",14609490
"R","RK",1963,"1993-08-10",12,"Dental aptitude test","Gruber, Emanuel C., 1905-","United States","eng",14609525
"B","BF",1964,"2011-11-30",14,"You are not the target.","Huxley, Laura (Archera)","United States","eng",14609773
"D","D",1960,"2011-06-08",23,"Auschwitz; a doctor's eyewitness account.","Nyiszli, Miklós.","United States","eng",14617605
"Q","QP",1959,"2010-08-05",8,"Handbook of aging and the individual; psychological and biological aspects.","Birren, James E.","United States","eng",14621201
"P","P",1937,"2007-06-26",6,"The language problem in the Philippines,","Rojo, Trinidad A.","United States","eng",14629457
"P","PS",1986,"2008-03-07",7,"World's fair /","Doctorow, E. L., 1931-2015.","United States","eng",14633257
"D","DD",1953,"2011-06-27",21,"Hitler's table talk, 1941-1944","Hitler, Adolf, 1889-1945.","United Kingdom","eng",1463909
"L","LA",1971,"2006-07-14",4,"Education in Central America,","Waggoner, George R., 1916-","United States","eng",146434
"H","HV",1951,"2013-06-13",9,"Social pathology : a systematic approach to the theory of sociopathic behavior /","Lemert, Edwin M. 1912-1996, author. (Edwin McCarthy),","United States","eng",14650587
"P","PR",1932,"2012-03-27",38,"Visions of the daughters of Albion,","Blake, William, 1757-1827.","United Kingdom","eng",1465468
"G","GN",1953,"2011-01-04",6,"Anthropology today : an encyclopedic inventory /","International Symposium on Anthropology New York) (1952 :","United States","eng",14655333
"P","PN",1970,"2011-09-06",34,"Eleven modern short novels /","Hamalian, Leo","United States","eng",146555
"B","BF",1953,"2012-09-18",8,"Hypnotism; an objective study in suggestibility.","Weitzenhoffer, André M. 1921-2005. (André Muller),","United States","eng",14655639
"H","HB",1971,"2010-10-03",8,"Principles of econometrics / Henri Theil.","Theil, Henri.","United States","eng",146639
"R","RC",1951,"2013-05-28",9,"Reality and dream; psychotherapy of a plains Indian. Psychological tests,","Devereux, George, 1908-1985.","United States","eng",14667155
"Q","QL",1948,"2008-08-23",12,"Animals without backbones; an introduction to the invertebrates.","Buchsbaum, Ralph, 1907-2002.","United States","eng",14670673
"Q","QM",1951,"2011-07-27",9,"Text-book of anatomy,","Cunningham, D. J. 1850-1909. (Daniel John),","United Kingdom","eng",14681189
"P","PE",1987,"2008-12-17",12,"Writing in the disciplines /","Durkin, Diane Bennett.","United States","eng",14691610
"B","BF",1987,"2011-03-16",35,"Introducing Erik Erikson : an invitation to his thinking /","Gross, Francis L.","United States","eng",14692950
"H","HG",1974,"2011-06-03",10,"Milton Friedman's monetary framework : a debate with his critics /","","United States","eng",1469532
"P","PQ",1948,"2012-08-21",2,"Desire,","Picasso, Pablo, 1881-1973.","United States","eng",1469617
"B","BR",1971,"2012-02-22",6,"Romantic religion; a study of Barfield, Lewis, Williams and Tolkien","Reilly, Robert J., 1925-","United States","eng",146978
"H","HQ",1971,"2010-08-22",20,"Woman in sexist society : studies in power and powerlessness /","","United States","eng",147017
"P","PR",1987,"2006-11-06",228,"The Riverside Chaucer /","Chaucer, Geoffrey, -1400.","United States","eng",14702965
"P","PR",1987,"2002-06-26",17,"The Riverside Chaucer /","Chaucer, Geoffrey, -1400.","United States","eng",14702965
"D","DS",1971,"2006-01-10",5,"The Persians, from the earliest days to the twentieth century;","Bausani, Alessandro, 1921-1988.","United Kingdom","eng",147054
"G","GR",1954,"2013-08-14",9,"A treasury of Irish folklore : the stories, traditions, legends, humor, wisdom, ballads, and songs of the Irish people /","Colum, Padraic, 1881-1972, editor.","United States","eng",1471452
"R","RC",1987,"2002-03-02",31,"The man who mistook his wife for a hat and other clinical tales /","Sacks, Oliver, 1933-2015.","United States","eng",14717522
"B","BF",1987,"2009-04-14",17,"When society becomes an addict /","Schaef, Anne Wilson.","United States","eng",14717592
"P","PG",1987,"2012-11-26",4,"Andrey Bely : spirit of symbolism /","","United States","eng",14718485
"H","HC",1987,"2005-01-14",19,"The Political economy of the new Asian industrialism /","","United States","eng",14718653
"H","HF",1987,"1991-10-18",5,"The political economy of international relations /","Gilpin, Robert.","United States","eng",14718954
"P","PS",1987,"2009-06-16",10,"You must remember this /","Oates, Joyce Carol, 1938- author.","United States","eng",14718963
"J","JK",1987,"2011-02-14",105,"Congress : structure and policy /","","United Kingdom","eng",14719038
"H","HN",1987,"2004-05-16",30,"The formation of a persecuting society : power and deviance in Western Europe, 950-1250 /","Moore, R. I. 1941- (Robert Ian),","United Kingdom","eng",14719123
"D","DA",1987,"2011-10-27",11,"Rebellion or revolution? : England 1640-1660 /","Aylmer, G. E.","United Kingdom","eng",14719228
"E","E",1987,"1997-12-09",45,"Plural but equal : a critical study of Blacks and minorities and America's plural society /","Cruse, Harold.","United States","eng",14719304
"J","JK",1987,"2011-09-20",20,"Crisis and leviathan : critical episodes in the growth of American government /","Higgs, Robert.","United States","eng",14719424
"H","HQ",1987,"2012-09-05",82,"Sex and scientific inquiry /","","United States","eng",14719740
"F","F",1987,"2011-12-08",23,"Anglos and Mexicans in the making of Texas, 1836-1986 /","Montejano, David, 1948-","United States","eng",14719771
"F","F",1987,"2013-01-09",36,"Anglos and Mexicans in the making of Texas, 1836-1986 /","Montejano, David, 1948-","United States","eng",14719771
"P","PR",1925,"2011-11-21",11,"The letter, a play in three acts,","Maugham, W. Somerset 1874-1965. (William Somerset),","United States","eng",1472450
"H","HG",1970,"2013-10-21",3,"Monetary theory: selected readings","Clower, Robert W.","No place, unknown, or undetermined","eng",1472465
"B","BF",1971,"2010-06-10",8,"Piaget's theory of cognitive development : an introduction for students of psychology and education /","Wadsworth, Barry J.","United States","eng",147268
"E","E",1971,"2010-12-16",2,"The nightmare decade : the life and times of Senator Joe McCarthy /","Cook, Fred J., author.","United States","eng",147311
"P","PN",1923,"2012-11-27",2,"Main currents in nineteenth century literature /","Brandes, Georg, 1842-1927, author.","United States","eng",1473263
"P","PN",1923,"2012-11-27",2,"Main currents in nineteenth century literature /","Brandes, Georg, 1842-1927, author.","United States","eng",1473263
"T","TC",1950,"2011-11-27",12,"The water seekers /","Nadeau, Remi A., author.","United States","eng",1473303
"","",1967,"2009-12-07",5,"A pictorial history of radio.","Settel, Irving.","United States","eng",1475068
"B","BF",1950,"2010-08-18",5,"Collected papers /","Freud, Sigmund, 1856-1939.","United Kingdom","eng",14760226
"B","BF",1950,"2011-02-02",4,"Collected papers /","Freud, Sigmund, 1856-1939.","United Kingdom","eng",14760226
"H","HX",1971,"2007-12-10",15,"Birth of the Communist manifesto, with full text of the Manifesto, all prefaces by Marx and Engels, early drafts by Engels and other supplementary material.","Marx, Karl, 1818-1883.","United States","eng",147627
"P","PS",1971,"2012-06-05",9,"Hell House /","Matheson, Richard, 1926-2013.","United States","eng",147630
"P","PA",1914,"2011-04-01",7,"The lyrical dramas of Aeschylus,","Aeschylus.","United Kingdom","eng",14763659
"E","E",1971,"2010-07-26",25,"Black matriarchy: myth or reality? /","","United States","eng",147644
"P","PA",1957,"2010-01-17",8,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2013-05-08",3,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2013-05-08",9,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2013-05-08",8,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2013-05-08",6,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2010-01-17",8,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2013-05-08",8,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2013-05-08",5,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2009-06-22",8,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2013-05-08",7,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"P","PA",1957,"2010-06-24",8,"The Deipnosophists,","Athenaeus, of Naucratis.","United States","eng",14766111
"K","K",1961,"2012-07-17",41,"The concept of law /","Hart, H. L. A. 1907-1992, author. (Herbert Lionel Adolphus),","United Kingdom","eng",1476826
"K","K",1961,"2009-02-12",11,"The concept of law /","Hart, H. L. A. 1907-1992, author. (Herbert Lionel Adolphus),","United Kingdom","eng",1476826
"P","P",1966,"2011-05-16",2,"The tongues of men, and Speech [by] J.R. Firth.","Firth, J. R. 1890-1960. (John Rupert),","United Kingdom","eng",14770470
"D","DS",1971,"2009-07-09",15,"Viet-Nam and the West /","Smith, R. B. 1939-2000. (Ralph Bernard),","United States","eng",147714
"P","PG",1924,"2010-04-12",11,"Letters on the short story, the drama and other literary topics,","Chekhov, Anton Pavlovich, 1860-1904.","United States","eng",1477515
"P","P",1966,"2011-09-28",83,"Thought and language","Vygotskiĭ, L. S. 1896-1934. (Lev Semenovich),","United States","eng",14790698
"Q","Q",1971,"2013-06-19",32,"The anatomy of a scientific institution : the Paris Academy of Sciences, 1666-1803 /","Hahn, Roger, 1932-2011.","United States","eng",147970
"P","PJ",2008,"2013-03-26",5,"The image, the icon, and the covenant /","Khalīfah, Saḥar.","United States","eng",147985601
"P","PA",1964,"2013-07-29",4,"Pausanias Description of Greece /","Pausanias, active approximately 150-175.","United States","eng",14817194
"Q","QP",1987,"2009-04-15",43,"Memory and brain /","Squire, Larry R.","United States","eng",14818277
"P","PR",1987,"2012-09-28",103,"The Canterbury Tales : a literary pilgrimage /","Williams, David 1939- (David Eliot),","United States","eng",14818920
"J","JK",1986,"2004-10-28",48,"The CIA, a forgotten history : US global interventions since World War 2 /","Blum, William.","United Kingdom","eng",14818921
"P","PR",1987,"2005-02-01",25,"Heart of darkness : search for the unconscious /","Adelman, Gary, author.","United States","eng",14818935
"E","E",1987,"1995-06-07",10,"Mortal rivals : superpower relations from Nixon to Reagan /","Hyland, William G. 1929-2008. (William George),","United States","eng",14819159
"Q","QL",1987,"2010-10-14",86,"Almost human : a journey into the world of baboons /","Strum, Shirley C. 1947- (Shirley Carol),","United States","eng",14819213
"E","E",1987,"2011-07-18",49,"From different shores : perspectives on race and ethnicity in America /","","United States","eng",14819225
"","",1986,"2011-06-03",2,"Dance : a very social history /","","United States","eng",14819294
"D","DD",1987,"2012-06-06",49,"The ""Hitler myth"" : image and reality in the Third Reich /","Kershaw, Ian.","United Kingdom","eng",14819297
"P","PN",1949,"2011-05-17",4,"Matinee tomorrow; fifty years of our theater.","Morehouse, Ward, 1898-1966.","United States","eng",1482612
"P","PS",1951,"2009-01-05",17,"The country girl : a play in three acts /","Odets, Clifford, 1906-1963, author.","United States","eng",1482892
"Q","QC",2007,"2013-02-13",15,"Climate change : a multidisciplinary approach /","Burroughs, William James.","United Kingdom","eng",148297815
"E","E",1971,"2008-12-15",3,"The first American : a story of North American archaeology /","Ceram, C. W., 1915-1972, author.","United States","eng",148450
"K","KF",1971,"2010-11-30",54,"Censorship: for & against /","","United States","eng",148455
"N","ND",1912,"2012-10-23",2,"Memories of James McNeill Whistler : the artist /","Way, Thomas R. 1861-1913, author. (Thomas Robert),","United Kingdom","eng",1485456
"D","D",1971,"2010-03-18",5,"Harvest of hate; the Nazi program for the destruction of the Jews of Europe /","Poliakov, Léon, 1910-1997.","United States","eng",148566
"Q","QR",1975,"1997-06-06",9,"Molds, mushrooms, and mycotoxins /","Christensen, Clyde Martin, 1905-1993.","United States","eng",1486431
"H","HF",1975,"2012-05-01",74,"Ancient civilization and trade /","","United States","eng",1486521
"P","PS",1986,"1997-05-08",6,"Emily Dickinson : letter to the world /","Folger Shakespeare Library.","United States","eng",14870879
"H","HQ",1986,"2008-08-21",63,"Children and television : a semiotic approach /","Hodge, Bob (Robert Ian Vere)","United States","eng",14878380
"J","JC",1985,"2002-09-05",57,"An introduction to Plato's Republic /","Annas, Julia.","United Kingdom","eng",14880373
"J","JC",1985,"2004-06-04",2,"An introduction to Plato's Republic /","Annas, Julia.","United Kingdom","eng",14880373
"P","PS",2007,"2013-02-21",34,"Bridge of sighs /","Russo, Richard, 1949- author.","United States","eng",148836193
"D","DT",1964,"2010-05-14",19,"A general introductory guide to the Egyptian collections in the British Museum.","British Museum. Department of Egyptian and Assyrian Antiquities.","United Kingdom","eng",1488563
"P","PR",1938,"2008-12-11",12,"British poetry and prose.","Lieder, Paul Robert, 1889- editor.","United States","eng",1488599
"H","HQ",2007,"2011-03-22",6,"One day the soldiers came : voices of children in war /","London, Charles, 1980-","United States","eng",148889124
"P","PS",2007,"2008-12-02",3,"Philip Roth /","Brauner, David, 1968-","United Kingdom","eng",148905552
"L","LB",1969,"2013-12-10",3,"Foreign languages in the elementary school; a struggle against mediocrity.","Andersson, Theodore, 1903-1994.","United States","eng",14895
"B","BM",1971,"2013-02-22",12,"The myth of the Judeo-Christian tradition : and other dissenting essays /","Cohen, Arthur A. 1928-1986. (Arthur Allen),","United States","eng",148986
"D","DD",1986,"1999-02-18",13,"Reactionary modernism : technology, culture, and politics in Weimar and the Third Reich /","Herf, Jeffrey, 1947- author.","United Kingdom","eng",14902004
"B","BD",1952,"2008-02-01",4,"The disputed questions on truth /","Thomas, Aquinas, Saint, 1225?-1274, author.","United States","eng",1490258
"B","BD",1952,"2008-02-01",8,"The disputed questions on truth /","Thomas, Aquinas, Saint, 1225?-1274, author.","United States","eng",1490258
"B","BD",1952,"2008-02-01",8,"The disputed questions on truth /","Thomas, Aquinas, Saint, 1225?-1274, author.","United States","eng",1490258
"D","DF",1977,"1998-04-16",37,"The Greek historians : the essence of Herodotus, Thucydides, Xenophon, Polybius /","Finley, M. I. 1912-1986. (Moses I.),","United Kingdom","eng",14903629
"D","D",1987,"2008-12-08",6,"An Arab philosophy of history : selections from the Prolegomena of Ibn Khaldun of Tunis (1332-1406) /","Ibn Khaldūn, 1332-1406, author.","United States","eng",14903842
"K","KF",1987,"2011-05-10",20,"Federalism : the Founders' design /","Berger, Raoul, 1901-2000.","United States","eng",14903971
"P","PS",1987,"2013-08-02",4,"Trust me : short stories /","Updike, John, author.","United States","eng",14904390
"H","HQ",1987,"2012-04-19",78,"The rise of a gay and lesbian movement /","Adam, Barry D., author.","United States","eng",14904421
"P","PS",1987,"2011-03-28",19,"Empire : a novel /","Vidal, Gore, 1925-2012.","United States","eng",14904839
"P","PS",1987,"2013-03-22",20,"American fiction, 1865-1940 /","Lee, Brian","United Kingdom","eng",14905133
"H","HQ",1987,"2009-12-06",22,"Women, elections, and representation /","Darcy, R. (Robert)","United States","eng",14905262
"R","RC",1987,"1995-06-05",21,"Neuropsychology : a clinical approach /","Walsh, Kevin W.","United Kingdom","eng",14905699
"F","F",1987,"2007-03-08",21,"Spanish America after independence, c. 1820-c. 1870 /","","United Kingdom","eng",14906015
"R","RC",1987,"2008-11-14",21,"Neurolinguistics and linguistic aphasiology : an introduction /","Caplan, David, 1947-","United Kingdom","eng",14906017
"R","RC",1987,"2012-02-09",21,"Neurolinguistics and linguistic aphasiology : an introduction /","Caplan, David, 1947-","United Kingdom","eng",14906017
"P","PR",2009,"2011-05-26",5,"The Cambridge history of English romantic literature /","","United Kingdom","eng",149072353
"P","PT",1924,"2004-11-12",10,"Faust: a tragedy.","Goethe, Johann Wolfgang von, 1749-1832.","United States","eng",14909706
"P","PN",1971,"2007-04-04",16,"Comedy: a critical anthology /","","United States","eng",149102
"H","HC",1975,"2009-12-01",9,"China's economic development : the interplay of scarcity and ideology /","Eckstein, Alexander, 1915-1976.","United States","eng",1491042
"P","PN",1948,"2013-02-06",16,"Singular travels, campaigns and adventures of Baron Munchausen,","","United Kingdom","eng",1491236
"P","PZ",1949,"2011-03-15",8,"Read me another story /","","United States","eng",1491288
"P","PR",1928,"2013-11-27",5,"The woman who rode away : and other stories /","Lawrence, D. H. 1885-1930. (David Herbert),","United Kingdom","eng",14915786
